"","PlayerId","SystemConfiguration","NumberOfGoals","NumberOfOperatorsPreCompilation","NumberOfPredicatesPreCompilation","NumberOfOperatorsPostCompilation","NumberOfPredicatesPostCompilation","NumberOfObservationsInput","NumberOfPlayerActionsTaken","Runtime","PlanRecognitionPrecision","PlanRecognitionRecall","PlanRecognitionF1Score","PlanRecognitionLevenshteinDistance","GoalRecognitionPrecision","GoalRecognitionRecall","GoalRecognitionF1Score","GoalRecognitionLevenshteinDistance","IndexterCalculationTime"
"71",-1236709656," windowed",26,14,15,662,718,7,71,1985.698,0.0555555555555556,0.0306122448979592,0.0394736842105263,284,-1,0,0,21,0
"72",-1236709656," windowed",26,14,15,662,718,7,72,1875.903,0.188679245283019,0.102040816326531,0.132450331125828,290,-1,0,0,21,0
"73",-1236709656," windowed",26,14,15,662,718,7,73,1999.893,0.188679245283019,0.102040816326531,0.132450331125828,290,-1,0,0,21,0
"74",-1236709656," windowed",26,14,15,662,718,7,74,1961.497,0.106382978723404,0.0510204081632653,0.0689655172413793,302,-1,0,0,21,0
"75",-1236709656," windowed",26,14,15,662,718,7,75,1533.525,0.186046511627907,0.0816326530612245,0.113475177304965,282,-1,0,0,21,0
"76",-1236709656," windowed",26,14,15,662,718,7,76,1584.764,0.209302325581395,0.0918367346938776,0.127659574468085,296,-1,0,0,21,0
"77",-1236709656," windowed",26,14,15,662,718,7,77,405.739,0.243243243243243,0.0918367346938776,0.133333333333333,321,-1,0,0,21,0
"78",-1236709656," windowed",26,14,15,662,718,7,78,1407.476,0.111111111111111,0.0510204081632653,0.0699300699300699,306,-1,0,0,21,0
"79",-1236709656," windowed",26,14,15,662,718,7,79,1477.604,0.192307692307692,0.102040816326531,0.133333333333333,274,-1,0,0,21,0
"80",-1236709656," windowed",26,14,15,662,718,7,80,1652.553,0.192307692307692,0.102040816326531,0.133333333333333,288,-1,0,0,21,0
"81",-1236709656," windowed",26,14,15,662,718,7,81,449.271,0.166666666666667,0.0714285714285714,0.1,306,-1,0,0,21,0
"82",-1236709656," windowed",26,14,15,662,718,7,82,1610.231,0.113207547169811,0.0612244897959184,0.0794701986754967,287,-1,0,0,21,0
"83",-1236709656," windowed",26,14,15,662,718,7,83,441.847,0.157894736842105,0.0612244897959184,0.0882352941176471,325,-1,0,0,21,0
"84",-1236709656," windowed",26,14,15,662,718,7,84,1550.966,0.12,0.0612244897959184,0.0810810810810811,272,-1,0,0,21,0
"85",-1236709656," windowed",26,14,15,662,718,7,85,490.615,0.2,0.102040816326531,0.135135135135135,301,-1,0,0,21,0
"86",-1236709656," windowed",26,14,15,662,718,7,86,2349.043,0.103448275862069,0.0612244897959184,0.0769230769230769,254,-1,0,0,21,0
"87",-1236709656," windowed",26,14,15,662,718,7,87,2106.12,0.218181818181818,0.122448979591837,0.156862745098039,278,-1,0,0,21,0
"88",-1236709656," windowed",26,14,15,662,718,7,88,1746.46,0.111111111111111,0.0612244897959184,0.0789473684210526,287,-1,0,0,21,0
"89",-1236709656," windowed",26,14,15,662,718,7,89,1859.198,0.155172413793103,0.0918367346938776,0.115384615384615,264,-1,0,0,21,0
"90",-1236709656," windowed",26,14,15,662,718,7,90,2166.875,0.0701754385964912,0.0408163265306122,0.0516129032258065,265,-1,0,0,21,0
"91",-1236709656," windowed",26,14,15,663,718,7,91,2542.009,0.0847457627118644,0.0510204081632653,0.0636942675159236,257,-1,0,0,21,0
"92",-1236709656," windowed",26,14,15,663,718,7,92,1772.942,0.111111111111111,0.0612244897959184,0.0789473684210526,291,-1,0,0,21,0
"93",-1236709656," windowed",26,14,15,664,718,7,93,1753.463,0.107142857142857,0.0612244897959184,0.0779220779220779,282,-1,0,0,21,0
"94",-1236709656," windowed",26,14,15,663,718,7,94,1870.209,0.103448275862069,0.0612244897959184,0.0769230769230769,280,-1,0,0,21,0
"95",-1236709656," windowed",26,14,15,663,718,7,95,1672.49,0.148148148148148,0.0816326530612245,0.105263157894737,285,-1,0,0,21,0
"96",-1236709656," windowed",26,14,15,662,718,7,96,1525.485,0.1,0.0510204081632653,0.0675675675675676,298,-1,0,0,21,0
"97",-1236709656," windowed",26,14,15,662,718,7,97,1546.784,0.152173913043478,0.0714285714285714,0.0972222222222222,300,-1,0,0,21,0
"98",-1328595570," windowed",26,14,15,641,706,1,1,1194.669,0.256410256410256,0.120481927710843,0.163934426229508,263,-1,0,0,21,0
"99",-1328595570," windowed",26,14,15,642,708,2,2,1433.276,0.224489795918367,0.132530120481928,0.166666666666667,252,-1,0,0,21,0
"100",-1328595570," windowed",26,14,15,644,710,3,3,1398.454,0.255813953488372,0.132530120481928,0.174603174603175,255,-1,0,0,21,0
"101",-1328595570," windowed",26,14,15,647,712,4,4,1805.89,0.166666666666667,0.0963855421686747,0.122137404580153,248,-1,0,0,21,0
"102",-1328595570," windowed",26,14,15,651,714,5,5,486.437,0.34375,0.132530120481928,0.191304347826087,253,-1,0,0,21,0
"103",-1328595570," windowed",26,14,15,656,716,6,6,1603.18,0.183673469387755,0.108433734939759,0.136363636363636,259,-1,0,0,21,0
"104",-1328595570," windowed",26,14,15,662,718,7,7,445.013,0.4375,0.168674698795181,0.243478260869565,253,-1,0,0,21,0
"105",-1328595570," windowed",26,14,15,662,718,7,8,414.975,0.129032258064516,0.0481927710843374,0.0701754385964912,257,-1,0,0,21,0
"106",-1328595570," windowed",26,14,15,662,718,7,9,451.938,0.1875,0.072289156626506,0.104347826086957,254,-1,0,0,21,0
"107",-1328595570," windowed",26,14,15,662,718,7,10,437.81,0.117647058823529,0.0481927710843374,0.0683760683760684,247,-1,0,0,21,0
"108",-1328595570," windowed",26,14,15,662,718,7,11,429.458,0.129032258064516,0.0481927710843374,0.0701754385964912,256,-1,0,0,21,0
"109",-1328595570," windowed",26,14,15,662,718,7,12,1853.675,0.26530612244898,0.156626506024096,0.196969696969697,255,-1,0,0,21,0
"110",-1328595570," windowed",26,14,15,662,718,7,13,455.056,0.125,0.0481927710843374,0.0695652173913044,256,-1,0,0,21,0
"111",-1328595570," windowed",26,14,15,662,718,7,14,2424.352,0.261904761904762,0.132530120481928,0.176,252,-1,0,0,21,0
"112",-1328595570," windowed",26,14,15,662,718,7,15,488.609,0.0857142857142857,0.036144578313253,0.0508474576271186,244,-1,0,0,21,0
"113",-1328595570," windowed",26,14,15,662,718,7,16,1784.17,0.195121951219512,0.0963855421686747,0.129032258064516,262,-1,0,0,21,0
"114",-1328595570," windowed",26,14,15,662,718,7,17,1702.591,0.244897959183673,0.144578313253012,0.181818181818182,245,-1,0,0,21,0
"115",-1328595570," windowed",26,14,15,662,718,7,18,425.005,0.235294117647059,0.0963855421686747,0.136752136752137,264,-1,0,0,21,0
"116",-1328595570," windowed",26,14,15,662,718,7,19,416.321,0.15625,0.0602409638554217,0.0869565217391304,276,-1,0,0,21,0
"117",-1328595570," windowed",26,14,15,662,718,7,20,1929.549,0.137254901960784,0.0843373493975904,0.104477611940299,253,-1,0,0,21,0
"118",-1328595570," windowed",26,14,15,662,718,7,21,1809.193,0.115384615384615,0.072289156626506,0.0888888888888889,252,-1,0,0,21,0
"119",-1328595570," windowed",26,14,15,662,718,7,22,2024.781,0.0714285714285714,0.036144578313253,0.048,266,-1,0,0,21,0
"120",-1328595570," windowed",26,14,15,662,718,7,23,465.473,0.195652173913043,0.108433734939759,0.13953488372093,232,-1,0,0,21,0
"121",-1328595570," windowed",26,14,15,662,718,7,24,1374.061,0.155555555555556,0.0843373493975904,0.109375,242,-1,0,0,21,0
"122",-1328595570," windowed",26,14,15,662,718,7,25,1491.919,0.170212765957447,0.0963855421686747,0.123076923076923,240,-1,0,0,21,0
"123",-1328595570," windowed",26,14,15,662,718,7,26,1498.603,0.136363636363636,0.072289156626506,0.0944881889763779,252,-1,0,0,21,0
"124",-1328595570," windowed",26,14,15,662,718,7,27,1500.137,0.239130434782609,0.132530120481928,0.170542635658915,248,-1,0,0,21,0
"125",-1328595570," windowed",26,14,15,662,718,7,28,1470.944,0.166666666666667,0.108433734939759,0.131386861313869,235,-1,0,0,21,0
"126",-1328595570," windowed",26,14,15,662,718,7,29,498.321,0.183673469387755,0.108433734939759,0.136363636363636,192,-1,0,0,21,0
"127",-1328595570," windowed",26,14,15,662,718,7,30,512.381,0.26530612244898,0.156626506024096,0.196969696969697,227,-1,0,0,21,0
"128",-1328595570," windowed",26,14,15,662,718,7,31,470.854,0.214285714285714,0.108433734939759,0.144,237,-1,0,0,21,0
"129",-1328595570," windowed",26,14,15,662,718,7,32,1444.288,0.125,0.072289156626506,0.0916030534351145,247,-1,0,0,21,0
"130",-1328595570," windowed",26,14,15,662,718,7,33,1572.95,0.24,0.144578313253012,0.180451127819549,243,-1,0,0,21,0
"131",-1328595570," windowed",26,14,15,662,718,7,34,1569.319,0.152173913043478,0.0843373493975904,0.108527131782946,254,-1,0,0,21,0
"132",-1328595570," windowed",26,14,15,662,718,7,35,2228.344,0.148148148148148,0.0963855421686747,0.116788321167883,224,-1,0,0,21,0
"133",-1328595570," windowed",26,14,15,662,718,7,36,1809.263,0.173076923076923,0.108433734939759,0.133333333333333,235,-1,0,0,21,0
"134",-1328595570," windowed",26,14,15,662,718,7,37,1744.882,0.0980392156862745,0.0602409638554217,0.0746268656716418,238,-1,0,0,21,0
"135",-1328595570," windowed",26,14,15,662,718,7,38,1667.593,0.169811320754717,0.108433734939759,0.132352941176471,235,-1,0,0,21,0
"136",-1328595570," windowed",26,14,15,662,718,7,39,1971.023,0.14,0.0843373493975904,0.105263157894737,239,-1,0,0,21,0
"137",-1328595570," windowed",26,14,15,662,718,7,40,1503.488,0.18,0.108433734939759,0.135338345864662,248,-1,0,0,21,0
"138",-1328595570," windowed",26,14,15,662,718,7,41,420.285,0.142857142857143,0.0602409638554217,0.0847457627118644,261,-1,0,0,21,0
"139",-1328595570," windowed",26,14,15,662,718,7,42,1594.552,0.153846153846154,0.0963855421686747,0.118518518518519,243,-1,0,0,21,0
"140",-1328595570," windowed",26,14,15,662,718,7,43,1407.481,0.148936170212766,0.0843373493975904,0.107692307692308,241,-1,0,0,21,0
"141",-1328595570," windowed",26,14,15,662,718,7,44,459.394,0.2,0.108433734939759,0.140625,243,-1,0,0,21,0
"142",-1328595570," windowed",26,14,15,662,718,7,45,1461.464,0.176470588235294,0.108433734939759,0.134328358208955,245,-1,0,0,21,0
"143",-1328595570," windowed",26,14,15,662,718,7,46,1497.268,0.104166666666667,0.0602409638554217,0.0763358778625954,252,-1,0,0,21,0
"144",-1328595570," windowed",26,14,15,662,718,7,47,1526.494,0.208333333333333,0.120481927710843,0.152671755725191,245,-1,0,0,21,0
"145",-1328595570," windowed",26,14,15,662,718,7,48,1375.811,0.239130434782609,0.132530120481928,0.170542635658915,241,-1,0,0,21,0
"146",-1328595570," windowed",26,14,15,662,718,7,49,1386.416,0.0833333333333333,0.0481927710843374,0.0610687022900763,240,-1,0,0,21,0
"147",-1328595570," windowed",26,14,15,663,718,7,50,1466.763,0.1875,0.108433734939759,0.137404580152672,233,-1,0,0,21,0
"148",-1328595570," windowed",26,14,15,664,718,7,51,400.472,0.194444444444444,0.0843373493975904,0.117647058823529,275,-1,0,0,21,0
"149",-1328595570," windowed",26,14,15,664,718,7,52,1282.108,0.227272727272727,0.120481927710843,0.15748031496063,245,-1,0,0,21,0
"150",-1328595570," windowed",26,14,15,664,718,7,53,1423.241,0.227272727272727,0.120481927710843,0.15748031496063,238,-1,0,0,21,0
"151",-1328595570," windowed",26,14,15,664,718,7,54,1634.93,0.145833333333333,0.0843373493975904,0.106870229007634,241,-1,0,0,21,0
"152",-1328595570," windowed",26,14,15,663,718,7,55,1774.611,0.217391304347826,0.120481927710843,0.155038759689922,239,-1,0,0,21,0
"153",-1328595570," windowed",26,14,15,662,718,7,56,1717.433,0.13953488372093,0.072289156626506,0.0952380952380952,248,-1,0,0,21,0
"154",-1328595570," windowed",26,14,15,662,718,7,57,1482.037,0.133333333333333,0.072289156626506,0.09375,238,-1,0,0,21,0
"155",-1328595570," windowed",26,14,15,662,718,7,58,431.839,0.189189189189189,0.0843373493975904,0.116666666666667,275,-1,0,0,21,0
"156",-1328595570," windowed",26,14,15,662,718,7,59,457.742,0.121951219512195,0.0602409638554217,0.0806451612903226,269,-1,0,0,21,0
"157",-1328595570," windowed",26,14,15,662,718,7,60,434.757,0.27027027027027,0.120481927710843,0.166666666666667,266,-1,0,0,21,0
"158",-1328595570," windowed",26,14,15,662,718,7,61,1658.377,0.285714285714286,0.168674698795181,0.212121212121212,246,-1,0,0,21,0
